"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","PE03","Apurímac","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,79.4,,
"2","Large regions (TL2)","PE08","Cusco","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,78.93,,
"2","Large regions (TL2)","PE14","Lambayeque","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,85.85,,
"2","Large regions (TL2)","PE04","Arequipa","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,88.1,,
"2","Large regions (TL2)","PE07","Prov. const. del Callao","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,87.62,,
"2","Large regions (TL2)","PE09","Huancavelica","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,89.18,,
"2","Large regions (TL2)","PE23","Tacna","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,89.24,,
"2","Large regions (TL2)","PE04","Arequipa","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,90.97,,
"2","Large regions (TL2)","PE24","Tumbes","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,86.92,,
"2","Large regions (TL2)","PE17","Madre de dios","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,74.4,,
"2","Large regions (TL2)","PE12","Junín","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,88.16,,
"2","Large regions (TL2)","PE17","Madre de dios","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,71.66,,
"2","Large regions (TL2)","PE03","Apurímac","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,86.58,,
"2","Large regions (TL2)","PE25","Ucayali","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,84.54,,
"2","Large regions (TL2)","PE11","Ica","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,87.95,,
"2","Large regions (TL2)","PE14","Lambayeque","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,89.06,,
"2","Large regions (TL2)","PE07","Prov. const. del Callao","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,84.49,,
"2","Large regions (TL2)","PE22","San Martin","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,82.04,,
"2","Large regions (TL2)","PE22","San Martin","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,78.17,,
"2","Large regions (TL2)","PE01","Amazonas (PE)","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,85.49,,
"2","Large regions (TL2)","PE06","Cajamarca","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,78.77,,
"2","Large regions (TL2)","PE20","Piura","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,90.04,,
"2","Large regions (TL2)","PE16","Loreto","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,77.19,,
"2","Large regions (TL2)","PE12","Junín","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,81.92,,
"2","Large regions (TL2)","PE06","Cajamarca","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,80.81,,
"2","Large regions (TL2)","PE03","Apurímac","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,76.22,,
"2","Large regions (TL2)","PE11","Ica","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,92.31,,
