"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","AUD","Australian Dollar","0","Units",,,1.453085,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","AUD","Australian Dollar","0","Units",,,1.331224,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","AUD","Australian Dollar","0","Units",,,1.441664,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.767948,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.770953,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.783816,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.772831,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.762095,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.719861,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.685952,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.686414,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.660583,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.651913,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.640762,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.626895,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.640918,,
"GRC","Greece","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.642664,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","NOK","Norwegian Krone","0","Units",,,5.64,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","NOK","Norwegian Krone","0","Units",,,6.288333,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","NOK","Norwegian Krone","0","Units",,,6.044167,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","NOK","Norwegian Krone","0","Units",,,5.604607,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","NOK","Norwegian Krone","0","Units",,,5.8175,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","NOK","Norwegian Krone","0","Units",,,5.875,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","NOK","Norwegian Krone","0","Units",,,6.301667,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","NOK","Norwegian Krone","0","Units",,,8.064167,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","NOK","Norwegian Krone","0","Units",,,8.4,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","NOK","Norwegian Krone","0","Units",,,8.271667,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","NOK","Norwegian Krone","0","Units",,,8.1325,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","NOK","Norwegian Krone","0","Units",,,8.8,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","NOK","Norwegian Krone","0","Units",,,9.415833,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","NOK","Norwegian Krone","0","Units",,,8.59,,
"NOR","Norway","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","NOK","Norwegian Krone","0","Units",,,9.614167,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","HUF","Forint","0","Units",,,187.91,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","HUF","Forint","0","Units",,,188.07,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","HUF","Forint","0","Units",,,208.65,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","HUF","Forint","0","Units",,,240.68,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","HUF","Forint","0","Units",,,220.93,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","HUF","Forint","0","Units",,,215.67,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","HUF","Forint","0","Units",,,259.13,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","HUF","Forint","0","Units",,,286.63,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","HUF","Forint","0","Units",,,293.69,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","HUF","Forint","0","Units",,,258.82,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","HUF","Forint","0","Units",,,280.94,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","HUF","Forint","0","Units",,,294.74,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","HUF","Forint","0","Units",,,297.36,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","HUF","Forint","0","Units",,,325.71,,
"HUN","Hungary","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","HUF","Forint","0","Units",,,375.68,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","KRW","Won","0","Units",,,1257.5,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","KRW","Won","0","Units",,,1167.6,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","KRW","Won","0","Units",,,1138.9,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","KRW","Won","0","Units",,,1153.3,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","KRW","Won","0","Units",,,1071.1,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","KRW","Won","0","Units",,,1055.3,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","KRW","Won","0","Units",,,1099.2,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","KRW","Won","0","Units",,,1172,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","KRW","Won","0","Units",,,1208.5,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","KRW","Won","0","Units",,,1071.4,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","KRW","Won","0","Units",,,1118.1,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","KRW","Won","0","Units",,,1157.8,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","KRW","Won","0","Units",,,1088,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","KRW","Won","0","Units",,,1186.6,,
"KOR","Korea","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","KRW","Won","0","Units",,,1267.3,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","TRY","Turkish Lira","0","Units",,,0.87996,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","TRY","Turkish Lira","0","Units",,,0.904619,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","TRY","Turkish Lira","0","Units",,,0.920356,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","TRY","Turkish Lira","0","Units",,,0.966176,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","TRY","Turkish Lira","0","Units",,,1.019856,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","TRY","Turkish Lira","0","Units",,,1.070294,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","TRY","Turkish Lira","0","Units",,,1.104504,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","TRY","Turkish Lira","0","Units",,,1.162452,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","TRY","Turkish Lira","0","Units",,,1.241052,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","TRY","Turkish Lira","0","Units",,,1.38398,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","TRY","Turkish Lira","0","Units",,,1.63261,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","TRY","Turkish Lira","0","Units",,,1.864012,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","TRY","Turkish Lira","0","Units",,,2.1642,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","TRY","Turkish Lira","0","Units",,,2.807879,,
"TUR","Türkiye","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2022","2022","TRY","Turkish Lira","0","Units",,,5.035388,,
"JPN","Japan","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","JPY","Yen","0","Units",,,129.06067,,
"JPN","Japan","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","JPY","Yen","0","Units",,,125.047139,,
"JPN","Japan","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","JPY","Yen","0","Units",,,121.031756,,
"JPN","Japan","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","JPY","Yen","0","Units",,,116.103236,,
"JPN","Japan","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","JPY","Yen","0","Units",,,112.664472,,
"JPN","Japan","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","JPY","Yen","0","Units",,,106.590397,,
"JPN","Japan","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","JPY","Yen","0","Units",,,109.18166,,
"JPN","Japan","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","JPY","Yen","0","Units",,,108.962794,,
"JPN","Japan","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","JPY","Yen","0","Units",,,114.928968,,
"JPN","Japan","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","JPY","Yen","0","Units",,,115.983404,,
"JPN","Japan","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","JPY","Yen","0","Units",,,114.318756,,
